Test-Train Split (%),Max_depth,Min_Sample_Split,Time taken to train classifier (sec),Memory used (MB),CPU used,Accuracy Score,Precision Score,F1-Score,Recall Score
30.0,7,3,0.002886056900024414,0.0,0.0,0.9555555555555556,0.9555555555555556,0.9555555555555556,0.9555555555555556
30.0,7,4,0.0028200149536132812,0.0,0.0,0.9555555555555556,0.9555555555555556,0.9555555555555556,0.9555555555555556
30.0,7,5,0.002707242965698242,0.0,78.0,0.9555555555555556,0.9555555555555556,0.9555555555555556,0.9555555555555556
30.0,7,6,0.002701282501220703,0.0,0.0,0.9555555555555556,0.9555555555555556,0.9555555555555556,0.9555555555555556
30.0,7,7,0.0027120113372802734,0.0,0.0,0.9555555555555556,0.9555555555555556,0.9555555555555556,0.9555555555555556
30.0,7,8,0.004359245300292969,0.0,68.5,0.9555555555555556,0.9555555555555556,0.9555555555555556,0.9555555555555556
30.0,7,9,0.002751588821411133,0.0,0.0,0.9555555555555556,0.9555555555555556,0.9555555555555556,0.9555555555555556
30.0,7,10,0.0027043819427490234,0.0,0.0,0.9555555555555556,0.9555555555555556,0.9555555555555556,0.9555555555555556
30.0,8,2,0.0028574466705322266,0.0,0.0,0.9555555555555556,0.9555555555555556,0.9555555555555556,0.9555555555555556
30.0,8,3,0.010007858276367188,0.0,49.3,0.9555555555555556,0.9555555555555556,0.9555555555555556,0.9555555555555556
30.0,8,4,0.0028133392333984375,0.0,76.6,0.9555555555555556,0.9555555555555556,0.9555555555555556,0.9555555555555556
30.0,8,5,0.0027060508728027344,0.0,0.0,0.9555555555555556,0.9555555555555556,0.9555555555555556,0.9555555555555556
30.0,8,6,0.002599954605102539,0.0,78.2,0.9555555555555556,0.9555555555555556,0.9555555555555556,0.9555555555555556
30.0,8,7,0.0026998519897460938,0.0,0.0,0.9555555555555556,0.9555555555555556,0.9555555555555556,0.9555555555555556
30.0,8,8,0.002657651901245117,0.0,0.0,0.9555555555555556,0.9555555555555556,0.9555555555555556,0.9555555555555556
30.0,8,9,0.002680540084838867,0.0,0.0,0.9555555555555556,0.9555555555555556,0.9555555555555556,0.9555555555555556
30.0,8,10,0.0036182403564453125,0.0,0.0,0.9555555555555556,0.9555555555555556,0.9555555555555556,0.9555555555555556
30.0,9,2,0.0027451515197753906,0.0,0.0,0.9555555555555556,0.9555555555555556,0.9555555555555556,0.9555555555555556
30.0,9,3,0.00276947021484375,0.0,0.0,0.9555555555555556,0.9555555555555556,0.9555555555555556,0.9555555555555556
30.0,9,4,0.0027353763580322266,0.0,0.0,0.9555555555555556,0.9555555555555556,0.9555555555555556,0.9555555555555556
30.0,9,5,0.0027539730072021484,0.0,0.0,0.9555555555555556,0.9555555555555556,0.9555555555555556,0.9555555555555556
30.0,9,6,0.002632617950439453,0.0,0.0,0.9555555555555556,0.9555555555555556,0.9555555555555556,0.9555555555555556
30.0,9,7,0.003794431686401367,0.0,0.0,0.9555555555555556,0.9555555555555556,0.9555555555555556,0.9555555555555556
30.0,9,8,0.004447221755981445,0.0,0.0,0.9555555555555556,0.9555555555555556,0.9555555555555556,0.9555555555555556
30.0,9,9,0.002621889114379883,0.0,77.8,0.9555555555555556,0.9555555555555556,0.9555555555555556,0.9555555555555556
